"pid","yearbuilt","location","totval","bedrooms","bathrooms","halfbaths","multibuilding","zone","neighborhood","landval","acres","exval","address"
"16106",1900,"10 BUTTON ST",129600,3,3,0,FALSE,"RM2","2000","28,400",0.09,0,"10 BUTTON ST, NEW HAVEN, CT 06519"
"16107",NA,"6 BUTTON ST",28100,NA,NA,NA,FALSE,"RM2","2000","28,100",0.08,0,"10 BUTTON ST, NEW HAVEN, CT 06519"
"16108",1900,"4 BUTTON ST",124200,6,3,0,FALSE,"RM2","2000","28,100",0.08,0,"390 N BROADWAY, JERICHO, NY 11753"
"16109",NA,"2 BUTTON ST",28900,NA,NA,NA,FALSE,"RM2","2000","28,900",0.11,0,"2 BUTTON ST, NEW HAVEN, CT 06511"
"16110",1900,"117 LAMBERTON ST",151500,NA,4,NA,FALSE,"RM2","2000","28,400",0.09,0,"117 LAMBERTON ST, NEW HAVEN, CT 06511"
"16111",1900,"121 LAMBERTON ST",135600,6,3,0,FALSE,"RM2","2000","25,200",0.06,0,"121 LAMBERTON ST, NEW HAVEN, CT 06519"
"16112",1900,"125 LAMBERTON ST",134400,NA,3,0,FALSE,"RM2","2000","28,300",0.09,0,"125 LAMBERTON ST, NEW HAVEN, CT 06519"
"16113",NA,"9 HURLBURT ST",11200,NA,NA,NA,FALSE,"RM2","2000","11,200",0.02,0,"125 LAMBERTON ST, NEW HAVEN, CT 06519"
"16114",1900,"13 HURLBURT ST",133100,5,2,0,FALSE,"RM2","2000","27,800",0.07,0,"419 WHALLEY AVE STE 200, NEW HAVEN, CT 06511"
"16115",NA,"15 HURLBURT ST",27800,NA,NA,NA,FALSE,"RM2","2000","27,800",0.07,0,"419 WHALLEY AVE STE 200, NEW HAVEN, CT 06511"
"16116",1900,"17 HURLBURT ST",143100,5,3,0,FALSE,"RM2","2000","27,800",0.07,0,"1359 PUTNAM AV, BROOKLYN, NY 11221"
"16117",1900,"19 HURLBURT ST",138700,8,4,0,FALSE,"RM2","2000","27,800",0.07,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16118",1900,"23 HURLBURT ST",113900,6,2,0,FALSE,"RM2","2000","27,800",0.07,0,"23 HURLBURT ST, NEW HAVEN, CT 06511"
"16119",1900,"27 HURLBURT ST",124830,NA,3,0,FALSE,"RM2","2000","28,400",0.09,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16120",1900,"31 HURLBURT ST",73816,7,3,0,FALSE,"RM2","2000","28,400",0.09,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16121",1900,"35 HURLBURT ST",116600,4,2,0,FALSE,"RM2","2000","28,400",0.09,0,"35 HURLBURT ST, NEW HAVEN, CT 06519"
"16122",1900,"39 HURLBURT ST",157800,6,3,0,FALSE,"RM2","2000","28,400",0.09,0,"3637 SENTRA WAY, VIRGINIA BEACH, VA 23452"
"16123",1900,"43 HURLBURT ST",134300,6,3,0,FALSE,"RM2","2000","28,100",0.08,0,"ATTN: LAZER LEVI, 937 47TH ST, BROOKLYN, NY 11219"
"16124",1900,"47 HURLBURT ST",131700,5,3,0,FALSE,"RM2","2000","28,100",0.08,0,"47 HURLBURT ST, NEW HAVEN, CT 06519"
"16125",1900,"51 HURLBURT ST",115200,7,3,0,FALSE,"RM2","2000","28,400",0.09,0,"51 HURLBURT ST, NEW HAVEN, CT 06513"
"16126",1900,"55 HURLBURT ST",102200,3,1,1,FALSE,"RM2","2000","28,500",0.09,0,"55 HURLBURT ST, NEW HAVEN, CT 06519"
"16127",NA,"59 HURLBURT ST",28400,NA,NA,NA,FALSE,"RM2","2000","28,400",0.09,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16128",1900,"188 ROSETTE ST",217000,3,3,NA,FALSE,"RM2","2000","29,700",0.14,0,"PO BOX 7302, NEW HAVEN, CT 06519"
"16129",1988,"184 ROSETTE ST",152800,NA,3,3,FALSE,"RM2","2000","29,300",0.12,0,"184  ROSETTE ST, NEW HAVEN, CT 06519"
"16130",1900,"180 ROSETTE ST",127500,6,3,1,FALSE,"RM2","2000","29,700",0.14,0,"391 WINTHROP AVE, NEW HAVEN, CT 06511"
"16131",1900,"172 ROSETTE ST",80239,NA,4,0,FALSE,"RM2","2000","28,100",0.08,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16132",1900,"68 HURLBURT ST",99800,3,1,1,FALSE,"RM2","2000","22,400",0.05,0,"1574 CARROLL ST, BROOKLYN, NY 11213"
"16133",1900,"64 HURLBURT ST",97200,6,2,0,FALSE,"RM2","2000","22,400",0.05,0,"419 WHALLEY AVE STE 202, NEW HAVEN, CT 06511"
"16134",1900,"60 HURLBURT ST",100900,4,1,0,FALSE,"RM2","2000","28,400",0.09,0,"60 HURLBURT ST, NEW HAVEN, CT 06519"
"16135",1900,"56 HURLBURT ST",113000,4,2,0,FALSE,"RM2","2000","28,400",0.09,0,"56 HURLBURT ST, NEW HAVEN, CT 06519"
"16136",1900,"52 HURLBURT ST",75600,3,1,0,FALSE,"RM2","2000","28,700",0.1,0,"50 CEDAR ST, NEW HAVEN, CT 06519"
"16137",1900,"48 HURLBURT ST",138100,6,3,0,FALSE,"RM2","2000","28,100",0.08,0,"48 HURLBURT ST, NEW HAVEN, CT 06519"
"16138",1900,"46 HURLBURT ST",139200,6,3,0,FALSE,"RM2","2000","28,100",0.08,0,"67 HIGHLAND AVE, NORWALK, CT 06853"
"16139",1900,"44 HURLBURT ST",137700,6,3,0,FALSE,"RM2","2000","28,100",0.08,0,"50 FITCH ST STE 206B, NEW HAVEN, CT 06515"
"16140",1900,"40 HURLBURT ST",128200,6,2,1,FALSE,"RM2","2000","25,200",0.06,0,"40 HURLBURT ST, NEW HAVEN, CT 06519"
"16141",1900,"36 HURLBURT ST",158400,8,2,1,FALSE,"RM2","2000","27,800",0.07,0,"36 HURLBURT ST, NEW HAVEN, CT 06519"
"16142",1900,"32 HURLBURT ST",76191,6,3,0,FALSE,"RM2","2000","27,800",0.07,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16143",1900,"28 HURLBURT ST",86936,6,2,0,FALSE,"RM2","2000","27,800",0.07,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16144",NA,"24 HURLBURT ST",27800,NA,NA,NA,FALSE,"RM2","2000","27,800",0.07,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"16145",1900,"20 HURLBURT ST",141800,4,2,0,FALSE,"RM2","2000","27,800",0.07,0,"20 HURLBURT ST, NEW HAVEN, CT 06519"
"16146",1900,"16 HURLBURT ST",111300,4,2,0,FALSE,"RM2","2000","29,000",0.11,0,"16 HURLBURT ST, NEW HAVEN, CT 06519"
"16147",1900,"8 HURLBURT ST",142400,6,3,0,FALSE,"RM2","2000","29,300",0.12,0,"8 HURLBURT ST, NEW HAVEN, CT 06511"
"16148",1900,"4 HURLBURT ST",104190,6,3,0,FALSE,"RM2","2000","28,100",0.08,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16149",1900,"131 LAMBERTON ST",285100,NA,NA,NA,FALSE,"RM2","2000","27,800",0.07,0,"131  LAMBERTON ST, NEW HAVEN, CT 06519"
"16150",1900,"135 LAMBERTON ST",136900,NA,3,0,FALSE,"RM2","2000","27,800",0.07,0,"135 LAMBERTON ST, NEW HAVEN, CT 06519"
"16151",1900,"139 LAMBERTON ST",136000,6,3,0,FALSE,"RM2","2000","27,800",0.07,0,"139 LAMBERTON ST, NEW HAVEN, CT 06519"
"16152",1900,"143 LAMBERTON ST",112900,5,2,0,FALSE,"RM2","2000","31,400",0.22,0,"143 LAMBERTON ST, NEW HAVEN, CT 06519"
"16153",1900,"147 LAMBERTON ST",123500,6,3,0,FALSE,"RM2","2000","28,700",0.1,0,"147 LAMBERTON ST, NEW HAVEN, CT 06511"
"16156",2009,"15 WILSON ST",124600,3,1,1,FALSE,"RM2","2000","29,700",0.14,0,"15 WILSON ST, NEW HAVEN, CT 06511"
"16157",2009,"23 WILSON ST",130200,3,1,1,FALSE,"RM2","2000","29,600",0.13,0,"23 WILSON ST, NEW HAVEN, CT 06511"
"16158",1900,"25 WILSON ST",69100,2,1,0,FALSE,"RM2","2000","25,200",0.06,0,"25 WILSON ST, NEW HAVEN, CT 06519"
"16159",1900,"27 WILSON ST",102100,4,2,0,FALSE,"RM2","2000","28,100",0.08,0,"50 FITCH ST STE 206B, NEW HAVEN, CT 06515"
"16160",1880,"35 WILSON ST",120300,6,3,0,TRUE,"RM2","2000","28,100",0.08,0,"35 WILSON ST, NEW HAVEN, CT 06519"
"16161",1900,"31 WILSON ST",72000,2,1,0,FALSE,"RM2","2000","22,400",0.05,0,"PO BOX 275, CARLE PLACE, NY 11514"
"16162",1900,"37 WILSON ST",84100,2,1,0,FALSE,"RM2","2000","28,400",0.09,0,"215 COUNTRY HILL DR, WEST HAVEN, CT 06516"
"16164",1960,"45 WILSON ST",107900,4,1,0,FALSE,"RM2","2000","29,600",0.13,0,"45 WILSON ST, NEW HAVEN, CT 06519"
"16165",1900,"47 WILSON ST",103000,4,2,0,FALSE,"RM2","2000","28,100",0.08,0,"241 FLAG MARSH RD, GUILFORD, CT 06437"
"16166",1900,"49 WILSON ST",114800,4,2,0,FALSE,"RM2","2000","28,100",0.08,0,"49 WILSON ST, NEW HAVEN, CT 06519"
"16167",1900,"51 WILSON ST",98300,4,2,0,FALSE,"RM2","2000","28,100",0.08,0,"107 HENRY ST, NEW HAVEN, CT 06511"
"16168",1900,"59 WILSON ST",102200,4,2,0,FALSE,"RM2","2000","30,200",0.16,0,"59 WILSON ST, NEW HAVEN, CT 06519"
"16169",1900,"61 WILSON ST",99500,4,2,0,FALSE,"RM2","2000","28,100",0.08,0,"61 WILSON ST, NEW HAVEN, CT 06519"
"16170",1900,"129 MORRIS ST",107400,4,2,0,FALSE,"RM2","2000","34,800",0.6,0,"129 MORRIS ST, NEW HAVEN, CT 06519"
"16171",1900,"216 ROSETTE ST",80300,2,2,0,FALSE,"RM2","2000","25,200",0.06,0,"50 CEDAR ST, NEW HAVEN, CT 06519"
"16172",1900,"214 ROSETTE ST",108600,4,1,1,FALSE,"RM2","2000","25,200",0.06,0,"214 ROSETTE ST, NEW HAVEN, CT 06519"
"16173",1900,"212 ROSETTE ST",91000,3,1,0,FALSE,"RM2","2000","25,200",0.06,0,"383 KINGSTON AVE STE 91, BROOKLYN, NY 11213"
"16174",1900,"210 ROSETTE ST",113900,6,3,0,FALSE,"RM2","2000","30,200",0.16,0,"419 WHALLEY AVE, NEW HAVEN, CT 06511"
"16176",1900,"206 ROSETTE ST",119700,5,3,0,FALSE,"RM2","2000","31,400",0.22,0,"206 ROSETTE ST, NEW HAVEN, CT 06511"
"16178",1900,"202 ROSETTE ST",129600,5,3,0,FALSE,"RM2","2000","27,800",0.07,0,"202 ROSETTE ST, NEW HAVEN, CT 06519"
"16179",1900,"60 WILSON ST",111900,6,2,0,FALSE,"RM2","2000","27,800",0.07,0,"60 WILSON ST, NEW HAVEN, CT 06519"
"16180",1900,"58 WILSON ST",103600,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"58 WILSON ST, NEW HAVEN, CT 06519"
"16181",1900,"56 WILSON ST",123200,5,2,0,FALSE,"RM2","2000","28,700",0.1,0,"209 SHERMAN AV, NEW HAVEN, CT 06511"
"16182",1900,"52 WILSON ST",144900,6,3,0,FALSE,"RM2","2000","30,500",0.17,0,"52 WILSON ST, NEW HAVEN, CT 06519"
"16183",1900,"50 WILSON ST",109900,6,2,0,FALSE,"RM2","2000","28,400",0.09,0,"50 WILSON ST, NEW HAVEN, CT 06511"
"16184",1900,"48 WILSON ST",114000,4,3,0,FALSE,"RM2","2000","28,400",0.09,0,"48 WILSON ST, NEW HAVEN, CT 06519"
"16185",2016,"38 WILSON ST",155200,3,1,1,FALSE,"RM2","2000","30,500",0.17,0,"38 WILSON ST, NEW HAVEN, CT 06519"
"16186",1900,"34 WILSON ST",106900,5,2,0,FALSE,"RM2","2000","29,800",0.14,0,"34 WILSON ST, NEW HAVEN, CT 06511"
"16187",1900,"26 WILSON ST",83300,3,1,0,FALSE,"RM2","2000","28,400",0.09,0,"415 CORAL WAY, FORT LAUDERDALE, FL 33301"
"16188",1900,"24 WILSON ST",89900,3,1,1,FALSE,"RM2","2000","28,400",0.09,0,"24 WILSON ST, NEW HAVEN, CT 06511"
"16189",1900,"22 WILSON ST",93000,3,1,0,FALSE,"RM2","2000","27,800",0.07,0,"2250 SHEPARD AVE, HAMDEN, CT 06518"
"16190",1900,"20 WILSON ST",91900,4,1,1,FALSE,"RM2","2000","27,800",0.07,0,"18 FELECIA DR, EAST HAVEN, CT 06513"
"16191",1900,"18 WILSON ST",108600,4,2,0,FALSE,"RM2","2000","29,000",0.11,0,"93 DERBY AVE, ORANGE, CT 06477"
"16192",1900,"16 WILSON ST",79900,4,2,0,FALSE,"RM2","2000","29,800",0.14,0,"16 WILSON ST, NEW HAVEN, CT 06519"
"16193",1900,"157 LAMBERTON ST",146700,6,3,0,FALSE,"RM2","2000","28,400",0.09,0,"159 LAMBERTON ST, NEW HAVEN, CT 06519"
"16194",1900,"161 LAMBERTON ST",144200,NA,3,0,FALSE,"RM2","2000","28,400",0.09,0,"161 LAMBERTON ST, NEW HAVEN, CT 06519"
"16195",1989,"165 LAMBERTON ST",142400,6,2,0,FALSE,"RM2","2000","29,800",0.14,0,"165 LAMBERTON ST, NEW HAVEN, CT 06519"
"16196",1900,"171 LAMBERTON ST",181500,8,4,0,FALSE,"RM2","2000","29,800",0.14,0,"171-173 LAMBERTON ST, NEW HAVEN, CT 06519"
"16197",NA,"67 MORRIS ST",1000,NA,NA,NA,FALSE,"RM2","2000","1,000",0.02,0,"67 MORRIS ST, NEW HAVEN, CT 06519"
"16198",1900,"175 LAMBERTON ST",185200,NA,4,0,FALSE,"RM2","2000","29,500",0.13,0,"280 VIEW STREET, NEW HAVEN, CT 06511"
"16199",1900,"181 LAMBERTON ST",181600,NA,4,0,FALSE,"RM2","2000","29,500",0.13,0,"280 VIEW STREET, NEW HAVEN, CT 06511"
"16200",1900,"65 MORRIS ST",82500,3,1,1,FALSE,"RM2","2000","25,200",0.06,0,"65 MORRIS ST, NEW HAVEN, CT 06519"
"16201",1900,"71 MORRIS ST",79200,2,1,0,FALSE,"RM2","2000","25,200",0.06,0,"71 MORRIS ST, NEW HAVEN, CT 06519"
"16202",1900,"73 MORRIS ST",49800,2,1,0,FALSE,"RM2","2000","29,300",0.12,0,"73 MORRIS ST, NEW HAVEN, CT 06519"
"16203",1900,"75 MORRIS ST",105700,5,2,0,FALSE,"RM2","2000","30,000",0.15,0,"76 EVERIT ST, NEW HAVEN, CT 06511"
"16204",NA,"79 MORRIS ST",28100,NA,NA,NA,FALSE,"RM2","2000","28,100",0.08,0,"79 MORRIS ST, NEW HAVEN, CT 06511"
"16205",1900,"81 MORRIS ST",101300,3,1,1,FALSE,"RM2","2000","28,700",0.1,0,"81 MORRIS ST, NEW HAVEN, CT 06519"
"16206",1900,"85 MORRIS ST",151300,6,3,0,FALSE,"RM2","2000","30,600",0.18,0,"211 OSBORN AVE, NEW HAVEN, CT 06511"
"16207",1900,"91 MORRIS ST",112200,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"91 MORRIS ST, NEW HAVEN, CT 06511"
"16208",1900,"97 MORRIS ST",137600,6,3,0,FALSE,"RM2","2000","29,800",0.14,0,"39-89 50TH ST  APT 6A, WOODSIDE, NY 11377"
"16209",1900,"101 MORRIS ST",114200,4,2,2,FALSE,"RM2","2000","30,600",0.18,0,"101 MORRIS ST, NEW HAVEN, CT 06511"
"16210",1992,"103 MORRIS ST",143900,6,3,0,FALSE,"RM2","2000","29,800",0.14,0,"103 MORRIS ST, NEW HAVEN, CT 06519"
"16211",1900,"105 MORRIS ST",116600,4,2,0,FALSE,"RM2","2000","30,000",0.15,0,"111 MORRIS ST, NEW HAVEN, CT 06519"
"16212",1900,"111 MORRIS ST",72000,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"111  MORRIS ST, NEW HAVEN, CT 06519"
"16213",1900,"113 MORRIS ST",106100,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"50 FITCH ST STE 206B, NEW HAVEN, CT 06515"
"16214",1900,"123 MORRIS ST",108600,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"211 OSBORN AVE, NEW HAVEN, CT 06511"
"16215",1900,"127 MORRIS ST",112500,3,1,1,FALSE,"RM2","2000","28,100",0.08,0,"88 ATWATER ST, NEW HAVEN, CT 06513"
"16216",1900,"742 WASHINGTON AV",98700,5,3,0,FALSE,"RM2","2000","25,600",0.09,0,"PO BOX 1037, NORTH BRANFORD, CT 06471"
"16217",1900,"740 WASHINGTON AV",94800,2,3,0,FALSE,"RM2","2000","28,700",0.1,0,"738 WASHINGTON AV, NEW HAVEN, CT 06519"
"16218",1900,"736 WASHINGTON AV",85000,3,3,0,FALSE,"RM2","2000","28,700",0.1,0,"736  WASHINGTON AV, NEW HAVEN, CT 06519"
"16219",1900,"734 WASHINGTON AV",67800,2,1,0,FALSE,"RM2","2000","27,800",0.07,0,"383 KINGSTON AVE STE 91, BROOKLYN, NY 11213"
"16220",1900,"730 WASHINGTON AV",53900,2,1,0,FALSE,"RM2","2000","22,400",0.05,0,"730 WASHINGTON AV, NEW HAVEN, CT 06519"
"16221",1900,"728 WASHINGTON AV",102700,3,1,0,FALSE,"RM2","2000","27,800",0.07,0,"399 WHALLEY AVE, NEW HAVEN, CT 06511"
"16222",NA,"WASHINGTON AV",800,NA,NA,NA,FALSE,"RM2","2000","800",0.02,0,"399 WHALLEY AVE, NEW HAVEN, CT 06511"
"16223",1900,"724 WASHINGTON AV",112700,NA,3,0,FALSE,"RM2","2000","25,200",0.06,0,"724 WASHINGTON AV, NEW HAVEN, CT 06519"
"16224",1900,"720 WASHINGTON AV",93400,3,2,0,FALSE,"RM2","2000","28,000",0.08,0,"PO BOX 1037, NORTH BRANFORD, CT 06471"
"16225",1900,"698 WASHINGTON AV",252700,0,0,NA,FALSE,"RM2","2000","29,500",0.13,3900,"1310 BROADWAY, BROOKLYN, NY 11221"
"16226",1900,"132 MORRIS ST",119100,5,3,0,FALSE,"RM2","2000","25,200",0.06,0,"1310 BROADWAY, BROOKLYN, NY 11221"
"16227",1900,"128 MORRIS ST",104300,4,2,0,FALSE,"RM2","2000","30,800",0.19,0,"1310 BROADWAY, BROOKLYN, NY 11221"
"16228",1900,"122 MORRIS ST",93900,3,2,0,FALSE,"RM2","2000","25,200",0.06,0,"PO BOX 2678, BRIDGEPORT , CT 06608"
"16229",1900,"118 MORRIS ST",133800,5,2,0,FALSE,"RM2","2000","30,500",0.17,0,"118 MORRIS ST, NEW HAVEN, CT 06519"
"16230",1900,"116 MORRIS ST",100500,2,1,1,FALSE,"RM2","2000","28,400",0.09,0,"116 MORRIS ST, NEW HAVEN, CT 06519"
"16231",1900,"108 MORRIS ST",89100,4,2,0,FALSE,"RM2","2000","27,800",0.07,0,"1330 CHAPEL ST, NEW HAVEN, CT 06511"
"16232",1920,"106 MORRIS ST",106800,5,2,0,FALSE,"RM2","2000","27,800",0.07,0,"211 OSBORN AVE, NEW HAVEN, CT 06511"
"16233",1900,"102 MORRIS ST",108800,4,3,0,FALSE,"RM2","2000","30,500",0.17,0,"102 MORRIS ST, NEW HAVEN, CT 06519"
"16234",1900,"98 MORRIS ST",85500,2,2,0,FALSE,"RM2","2000","28,700",0.1,0,"98 MORRIS ST, NEW HAVEN, CT 06519"
"16235",NA,"96 MORRIS ST",30500,NA,NA,NA,FALSE,"RM2","2000","19,700",0.08,0,"98 MORRIS ST, NEW HAVEN, CT 06519"
"16236",1900,"90 MORRIS ST",108100,4,2,0,FALSE,"RM2","2000","31,200",0.21,0,"90 MORRIS ST, NEW HAVEN, CT 06519"
"16237",1900,"84 MORRIS ST",111000,4,2,0,FALSE,"RM2","2000","31,200",0.21,0,"1 FIELDCREST DR, MONSEY, NY 10952"
"16238",1900,"82 MORRIS ST",112600,4,2,0,FALSE,"RM2","2000","31,200",0.21,4100,"PO BOX  7145, NEW HAVEN, CT 06519"
"16239",1900,"76 MORRIS ST",92800,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"182 PINE ST, NEW HAVEN, CT 06513"
"16240",1900,"74 MORRIS ST",120800,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"74 MORRIS ST, NEW HAVEN, CT 06519"
"16241",1900,"72 MORRIS ST",134100,5,3,0,FALSE,"RM2","2000","28,700",0.1,0,"72 MORRIS ST, NEW HAVEN, CT 06519"
"16242",1900,"70 MORRIS ST",109900,6,3,0,FALSE,"RM2","2000","28,700",0.1,0,"PO BOX 8985, NEW HAVEN, CT 06532"
"16243",NA,"191 LAMBERTON ST",28700,NA,NA,NA,FALSE,"RM2","2000","28,700",0.1,0,"PO BOX 8985, NEW HAVEN, CT 06532"
"16244",1906,"197 LAMBERTON ST",151700,6,3,0,FALSE,"RM2","2000","30,600",0.18,0,"121 KIMBERLY AV, NEW HAVEN, CT 06519"
"16245",1900,"201 LAMBERTON ST",68400,3,3,0,FALSE,"RM2","2000","25,200",0.06,0,"201 LAMBERTON ST, NEW HAVEN, CT 06519"
"16246",1900,"174 SPRING ST",104100,3,1,1,FALSE,"RM2","2000","27,800",0.07,0,"174 SPRING ST, NEW HAVEN, CT 06519"
"16247",NA,"172 SPRING ST",27800,NA,NA,NA,FALSE,"RM2","2000","27,800",0.07,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"16248",1900,"170 SPRING ST",89200,3,2,0,FALSE,"RM2","2000","27,800",0.07,0,"170 SPRING ST, NEW HAVEN, CT 06519"
"16249",1900,"168 SPRING ST",111600,3,1,1,FALSE,"RM2","2000","27,800",0.07,0,"168 SPRING ST, NEW HAVEN, CT 06519"
"16250",1918,"164 SPRING ST",193800,6,6,0,FALSE,"RM2","2000","30,000",0.15,0,"50 FITCH ST STE 206B, NEW HAVEN, CT 06515"
"16251",1900,"162 SPRING ST",150000,5,3,0,FALSE,"RM2","2000","28,100",0.08,0,"92 PEMBROKE RD, HAMDEN, CT 06514"
"16252",1963,"160 SPRING ST #A",44000,NA,NA,NA,FALSE,"RM2","2000","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"16253",1963,"160 SPRING ST #B",44000,NA,NA,NA,FALSE,"RM2","2000","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"16254",1963,"160 SPRING ST #C",44000,NA,NA,NA,FALSE,"RM2","2000","0",0,0,"P O BOX 707, BRANFORD, CT O6405"
"16255",1963,"160 SPRING ST #D",44000,NA,NA,NA,FALSE,"RM2","2000","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"16256",1900,"160 SPRING ST",167000,8,5,0,FALSE,"RM2","2000","30,600",0.11,0,"PO BOX 1413, NEW HAVEN, CT 06506"
"16257",1900,"158 SPRING ST",99900,2,2,0,FALSE,"RM2","2000","30,200",0.16,0,"158 SPRING ST, NEW HAVEN, CT 06519"
"16258",1900,"156 SPRING ST",121000,6,3,0,FALSE,"RM2","2000","25,200",0.06,0,"156 SPRING ST, NEW HAVEN, CT 06519"
"16259",1880,"94 DEWITT ST",105200,4,2,0,FALSE,"RM2","2000","28,700",0.1,0,"94 DEWITT ST, NEW HAVEN, CT 06519"
"16260",1994,"92 DEWITT ST",124000,3,1,1,FALSE,"RM2","2000","28,400",0.09,0,"92 DEWITT ST, NEW HAVEN, CT 06519"
"16261",1900,"90 DEWITT ST",88800,4,3,0,FALSE,"RM2","2000","28,400",0.09,0,"548 MIDDLETOWN AV, NORTH HAVEN, CT 06473"
"16262",1900,"88 DEWITT ST",86200,5,3,0,FALSE,"RM2","2000","28,100",0.08,0,"211 OSBORN AVE, NEW HAVEN, CT 06511"
"16263",1900,"84 DEWITT ST",361400,0,0,NA,FALSE,"RM2","2000","31,900",0.17,0,"211 OSBORN AVE, NEW HAVEN, CT 06511"
"16264",1910,"95 ROSETTE ST",221300,0,0,NA,FALSE,"RM2","2000","27,900",0.07,0,"95 ROSSETE ST, NEW HAVEN, CT 06519"
"16265",1910,"95 ROSETTE ST",120300,0,0,NA,FALSE,"RM2","2000","28,100",0.08,0,"95 ROSETTE ST, NEW HAVEN, CT 06519"
"16266",NA,"101 ROSETTE ST",28100,NA,NA,NA,FALSE,"RM2","2000","28,100",0.08,0,"C/O REVEREND GLEN REYNOLDS, 95 ROSETTE ST, NEW HAVEN, CT 06519"
"16267",1900,"105 ROSETTE ST",70800,3,1,NA,FALSE,"RM2","2000","25,200",0.06,0,"383 KINGSTON AVE STE 91, BROOKLYN, NY 11213"
"16268",1900,"107 ROSETTE ST",83000,3,1,1,FALSE,"RM2","2000","25,200",0.06,0,"33 DIXWELL AVE #193, NEW HAVEN, CT 06511"
"16269",1900,"111 ROSETTE ST",118700,5,2,0,FALSE,"RM2","2000","29,300",0.12,0,"111 ROSETTE ST, NEW HAVEN, CT 06519"
"16271",1900,"117 ROSETTE ST",77700,3,1,1,FALSE,"RM2","2000","27,800",0.07,0,"117  ROSETTE ST, NEW HAVEN, CT 06519"
"16272",1900,"121 ROSETTE ST",107000,3,1,1,FALSE,"RM2","2000","27,800",0.07,0,"121 ROSETTE ST, NEW HAVEN, CT 06519"
"16273",1900,"123 ROSETTE ST",96500,3,1,0,FALSE,"RM2","2000","27,800",0.07,0,"123 ROSETTE ST, NEW HAVEN, CT 06519"
"16274",1900,"125 ROSETTE ST",89800,3,1,1,FALSE,"RM2","2000","27,800",0.07,0,"124 PROSPECT AVE, WOODMERE, NY 11598"
"16275",2002,"129 ROSETTE ST",122700,3,1,1,FALSE,"RM2","2000","29,000",0.11,0,"129 ROSETTE ST, NEW HAVEN, CT 06511"
"16276",1990,"133 ROSETTE ST",120900,3,1,1,FALSE,"RM2","2000","28,100",0.08,0,"133 ROSETTE ST, NEW HAVEN, CT 06519"
"16277",1900,"137 ROSETTE ST",82800,4,2,0,FALSE,"RM2","2000","28,400",0.09,0,"137 ROSETTE ST, NEW HAVEN, CT 06519"
"16278",1998,"139 ROSETTE ST",45451,6,2,0,FALSE,"RM2","2000","29,500",0.13,0,"235 GRAND AVE, NEW HAVEN, CT 06513"
"16279",1900,"87 BUTTON ST",159300,6,4,0,FALSE,"RM2","2000","30,600",0.18,0,"1 FIELDCREST RD, MONSEY, NY 10952"
"16280",1900,"200 SPRING ST",136300,5,2,0,FALSE,"RM2","2000","22,400",0.05,0,"222 E 23RD ST APT 17J, NEW YORK, NY 10128"
"16281",1900,"198 SPRING ST",90200,3,1,0,FALSE,"RM2","2000","22,400",0.05,0,"2185 WHITNEY AVE, NORTH HAVEN, CT 06473"
"16282",1900,"196 SPRING ST",95300,3,1,1,FALSE,"RM2","2000","22,400",0.05,0,"196 SPRING ST, NEW HAVEN, CT 06519"
"16283",1900,"194 SPRING ST",81300,3,1,1,FALSE,"RM2","2000","22,400",0.05,0,"194 SPRING ST, NEW HAVEN, CT 06519"
"16284",1900,"192 SPRING ST",93100,3,1,0,FALSE,"RM2","2000","22,400",0.05,0,"192 SPRING ST, NEW HAVEN, CT 06519"
"16285",1900,"190 SPRING ST",111400,5,1,0,FALSE,"RM2","2000","22,400",0.05,0,"419 WHALLEY AVE #200, NEW HAVEN, CT 06511"
"16286",NA,"88 BUTTON ST",28100,NA,NA,NA,FALSE,"RM2","2000","28,100",0.08,0,"86  BUTTON ST, NEW HAVEN, CT 06519"
"16287",1900,"86 BUTTON ST",126900,4,4,0,FALSE,"RM2","2000","29,500",0.13,0,"86 BUTTON ST, NEW HAVEN, CT 06511"
"16288",1900,"149 ROSETTE ST",99400,3,2,0,FALSE,"RM2","2000","28,700",0.1,0,"149 ROSETTE ST, NEW HAVEN, CT 06519"
